DateTime,Vehicles,ID,Junction
2015-12-17 17:00:00,26,20151217171,Aundh
2015-12-17 18:00:00,31,20151217181,Aundh
2015-12-17 19:00:00,35,20151217191,Aundh
2015-12-17 20:00:00,30,20151217201,Aundh
2015-12-17 21:00:00,33,20151217211,Aundh
2015-12-17 22:00:00,31,20151217221,Aundh
2015-12-17 23:00:00,26,20151217231,Aundh
2015-12-18 00:00:00,24,20151218001,Aundh
2015-12-18 01:00:00,20,20151218011,Aundh
2015-12-18 02:00:00,17,20151218021,Aundh
2015-12-18 03:00:00,13,20151218031,Aundh
2015-12-18 04:00:00,16,20151218041,Aundh
2015-12-18 05:00:00,15,20151218051,Aundh
2015-12-18 06:00:00,13,20151218061,Aundh
2015-12-18 07:00:00,15,20151218071,Aundh
2015-12-18 08:00:00,16,20151218081,Aundh
2015-12-18 09:00:00,22,20151218091,Aundh
2015-12-18 10:00:00,37,20151218101,Aundh
2015-12-18 11:00:00,42,20151218111,Aundh
2015-12-18 12:00:00,43,20151218121,Aundh
2015-12-18 13:00:00,40,20151218131,Aundh
2015-12-18 14:00:00,44,20151218141,Aundh
2015-12-18 15:00:00,44,20151218151,Aundh
2015-12-18 16:00:00,39,20151218161,Aundh
2015-12-18 17:00:00,29,20151218171,Aundh
2015-12-18 18:00:00,41,20151218181,Aundh
2015-12-18 19:00:00,39,20151218191,Aundh
2015-12-18 20:00:00,35,20151218201,Aundh
2015-12-18 21:00:00,30,20151218211,Aundh
2015-12-18 22:00:00,31,20151218221,Aundh
2015-12-18 23:00:00,28,20151218231,Aundh
2015-12-19 00:00:00,24,20151219001,Aundh
2015-12-19 01:00:00,25,20151219011,Aundh
2015-12-19 02:00:00,18,20151219021,Aundh
2015-12-19 03:00:00,14,20151219031,Aundh
2015-12-19 04:00:00,13,20151219041,Aundh
2015-12-19 05:00:00,11,20151219051,Aundh
2015-12-19 06:00:00,11,20151219061,Aundh
2015-12-19 07:00:00,14,20151219071,Aundh
2015-12-19 08:00:00,17,20151219081,Aundh
2015-12-19 09:00:00,15,20151219091,Aundh
2015-12-19 10:00:00,24,20151219101,Aundh
2015-12-19 11:00:00,24,20151219111,Aundh
2015-12-19 12:00:00,21,20151219121,Aundh
2015-12-19 13:00:00,20,20151219131,Aundh
2015-12-19 14:00:00,20,20151219141,Aundh
2015-12-19 15:00:00,16,20151219151,Aundh
2015-12-19 16:00:00,19,20151219161,Aundh
2015-12-19 17:00:00,17,20151219171,Aundh
2015-12-19 18:00:00,19,20151219181,Aundh
2015-12-19 19:00:00,20,20151219191,Aundh
2015-12-19 20:00:00,19,20151219201,Aundh
2015-12-19 21:00:00,18,20151219211,Aundh
2015-12-19 22:00:00,21,20151219221,Aundh
2015-12-19 23:00:00,20,20151219231,Aundh
2015-12-20 00:00:00,15,20151220001,Aundh
2015-12-20 01:00:00,14,20151220011,Aundh
2015-12-20 02:00:00,14,20151220021,Aundh
2015-12-20 03:00:00,11,20151220031,Aundh
2015-12-20 04:00:00,9,20151220041,Aundh
2015-12-20 05:00:00,6,20151220051,Aundh
2015-12-20 06:00:00,11,20151220061,Aundh
2015-12-20 07:00:00,10,20151220071,Aundh
2015-12-20 08:00:00,11,20151220081,Aundh
2015-12-20 09:00:00,16,20151220091,Aundh
2015-12-20 10:00:00,20,20151220101,Aundh
2015-12-20 11:00:00,18,20151220111,Aundh
2015-12-20 12:00:00,23,20151220121,Aundh
2015-12-20 13:00:00,19,20151220131,Aundh
2015-12-20 14:00:00,19,20151220141,Aundh
2015-12-20 15:00:00,17,20151220151,Aundh
2015-12-20 16:00:00,19,20151220161,Aundh
2015-12-20 17:00:00,16,20151220171,Aundh
