DateTime,Vehicles,ID,Junction
17-12-2015 17:00,1,20151217171,Vidya Nagar
17-12-2015 18:00,2,20151217181,Vidya Nagar
17-12-2015 19:00,3,20151217191,Vidya Nagar
17-12-2015 20:00,4,20151217201,Vidya Nagar
17-12-2015 21:00,5,20151217211,Vidya Nagar
17-12-2015 22:00,6,20151217221,Vidya Nagar
17-12-2015 23:00,7,20151217231,Vidya Nagar
18-12-2015 00:00,8,20151218001,Vidya Nagar
18-12-2015 01:00,9,20151218011,Vidya Nagar
18-12-2015 02:00,10,20151218021,Vidya Nagar
18-12-2015 03:00,11,20151218031,Vidya Nagar
18-12-2015 04:00,12,20151218041,Vidya Nagar
18-12-2015 05:00,13,20151218051,Vidya Nagar
